time,V(in),V(a),V(out),I(V1)
0.000756,5,4.692677114,4.463735583,-0.006146457713
0.000758,5,4.690532928,4.476114266,-0.006189341445
0.00076,5,4.688533324,4.488572933,-0.006229333523
0.000762,5,4.686677606,4.501105829,-0.006266447879
0.000764,5,4.684965028,4.513707228,-0.006300699439
0.000766,5,4.683394794,4.526371436,-0.00633210411
0.000768,5,4.681966062,4.539092794,-0.006360678764
0.00077,5,4.680677939,4.551865676,-0.006386441217
0.000772,5,4.679529489,4.564684496,-0.006409410215
0.000774,5,4.678519729,4.577543707,-0.00642960542
0.000776,5,4.677647631,4.590437802,-0.006447047385
0.000778,5,4.676912123,4.603361317,-0.006461757546
0.00078,5,4.67631209,4.616308834,-0.006473758198
0.000782,5,4.675846376,4.629274979,-0.006483072477
0.000784,5,4.675513783,4.642254427,-0.006489724348
0.000786,5,4.675313071,4.655241904,-0.006493738582
0.000788,5,4.675242963,4.668232186,-0.006495140737
0.00079,5,4.675302143,4.6812201,-0.006493957146
0.000792,5,4.675489255,4.69420053,-0.006490214891
0.000794,5,4.67580291,4.707168414,-0.00648394179
0.000796,5,4.676241681,4.720118746,-0.006475166377
0.000798,5,4.676804106,4.733046582,-0.006463917882
0.0008,5,4.677488689,4.745947034,-0.006450226213
0.000802,5,4.678293903,4.758815278,-0.006434121938
0.000804,5,4.679218187,4.771646551,-0.006415636265
0.000806,5,4.680259949,4.784436153,-0.006394801024
0.000808,5,4.681417568,4.79717945,-0.006371648648
0.00081,5,4.682689392,4.809871875,-0.006346212151
0.000812,5,4.684073744,4.822508925,-0.006318525115
0.000814,5,4.685568917,4.835086168,-0.006288621665
0.000816,5,4.687173177,4.847599241,-0.006256536452
0.000818,5,4.688884768,4.86004385,-0.006222304636
0.00082,5,4.690701907,4.872415774,-0.006185961862
0.000822,5,4.692622788,4.884710862,-0.006147544247
0.000824,5,4.694645582,4.896925039,-0.006107088356
0.000826,5,4.696768441,4.909054302,-0.006064631184
0.000828,5,4.698989493,4.921094722,-0.006020210138
0.00083,5,4.701306849,4.933042448,-0.005973863018
0.000832,5,4.7037186,4.944893704,-0.005925627998
0.000834,5,4.70622282,4.956644791,-0.005875543603
0.000836,5,4.708817565,4.968292088,-0.005823648699
0.000838,5,4.711500877,4.979832053,-0.005769982463
0.00084,5,4.714270781,4.991261222,-0.005714584375
0.000842,5,4.71712529,5.002576211,-0.005657494191
0.000844,5,4.720062404,5.013773714,-0.005598751929
0.000846,5,4.723080108,5.02485051,-0.005538397848
0.000848,5,4.726176378,5.035803455,-0.005476472433
0.00085,5,4.729349181,5.046629488,-0.005413016372
0.000852,5,4.732596473,5.057325629,-0.005348070541
0.000854,5,4.735916201,5.067888981,-0.005281675985
0.000856,5,4.739306305,5.078316729,-0.0052138739
0.000858,5,4.742764719,5.08860614,-0.005144705616
0.00086,5,4.746289371,5.098754565,-0.005074212577
0.000862,5,4.749878184,5.108759438,-0.005002436326
0.000864,5,4.753529076,5.118618275,-0.004929418487
0.000866,5,4.757239963,5.128328676,-0.004855200744
0.000868,5,4.761008758,5.137888326,-0.00477982483
0.00087,5,4.764833375,5.147294991,-0.004703332507
0.000872,5,4.768711723,5.156546522,-0.004625765547
0.000874,5,4.772641714,5.165640853,-0.00454716572
0.000876,5,4.776621261,5.174576003,-0.004467574771
0.000878,5,4.780648279,5.183350072,-0.004387034413
0.00088,5,4.784720685,5.191961244,-0.004305586301
0.000882,5,4.788836399,5.200407788,-0.004223272023
0.000884,5,4.792993346,5.208688054,-0.004140133081
